Reservation_PK,ClientID_FK,Hotel_FK,Flight_FK,Localisation_FK,Temps_FK,Total_Prix,Status_Reservation,Méthode_Paiement,Note_Client
14441,2019778,1873,0,6992036,1009,4196,5699999999997,-1,Espèces,5
14442,2019779,1883,0,6992036,895,6866,9099999999999,-1,Carte bancaire,1
14443,2019780,1869,0,6992036,1612,5877,71,0,Espèces,3
14444,2019781,1873,0,6992036,144,411,97000000000003,0,Virement bancaire,1
14445,2019782,1883,0,6992036,659,2491,3800000000001,-1,Virement bancaire,4
14446,2019783,1858,0,6992036,1270,732,98000000000002,-1,Virement bancaire,2
14447,2019784,1873,0,6992036,110,3954,5500000000002,1,Espèces,5
14448,2019785,0,0,0,960,1339,49,-1,Carte bancaire,2
14449,2019786,0,0,6992036,853,257,72000000000003,-1,Carte bancaire,3
14450,2019787,1857,0,6992049,1184,6948,25,0,PayPal,4
14451,2019788,1877,0,6992036,288,7023,4300000000003,-1,Espèces,2
14452,2019789,0,0,6992036,120,6546,1800000000003,0,Virement bancaire,5
14453,2019790,0,0,6992049,793,3812,9200000000001,-1,Carte bancaire,2
14454,2019791,0,0,6992049,494,3777,25,1,Carte bancaire,3
14455,2019792,1860,0,6992049,1601,4860,8199999999997,-1,Espèces,3
14456,2019793,0,0,0,1253,7493,3800000000001,1,Carte bancaire,1
14457,2019794,0,0,6992036,895,4873,5600000000004,1,PayPal,4
14458,2019795,1858,0,6992036,1433,5783,7700000000004,0,Carte bancaire,2
14459,2019796,1883,0,6992036,340,1427,1,Carte bancaire,1
14460,2019797,1876,0,6992036,1145,1424,4100000000001,-1,Espèces,5
14461,2019798,0,0,6992036,695,6677,3900000000003,1,Espèces,2
14462,2019799,1858,0,6992036,1693,2760,5100000000002,1,Virement bancaire,1
14463,2019800,0,0,6992036,631,201,38999999999999,1,Virement bancaire,4
14464,2019801,0,0,0,978,7435,2799999999997,-1,Carte bancaire,4
14465,2019802,1861,0,6992049,1237,1167,3299999999999,-1,Virement bancaire,1
14466,2019803,1869,0,6992036,1018,3437,8899999999999,-1,Espèces,2
14467,2019804,1876,0,6992036,487,3483,4200000000001,0,Virement bancaire,1
14468,2019805,1861,0,6992049,150,2120,5700000000002,1,Virement bancaire,3
14469,2019806,1877,0,6992036,472,1993,1600000000001,-1,PayPal,2
14470,2019807,1858,0,6992036,991,4551,2600000000002,1,Carte bancaire,3
14471,2019808,1858,0,6992036,54,2716,3699999999999,1,Carte bancaire,1
14472,2019809,1858,0,6992036,666,3808,71,1,Carte bancaire,3
14473,2019810,1861,0,6992049,399,5023,4499999999998,0,Carte bancaire,4
14474,2019811,0,0,6992036,1558,3861,3400000000001,0,PayPal,3
14475,2019812,0,0,0,356,1516,4300000000001,0,PayPal,1
14476,2019813,1883,0,6992036,83,1352,0999999999999,0,Espèces,4
14477,2019814,0,0,6992036,1468,2754,1300000000001,1,PayPal,3
14478,2019815,0,0,6992036,288,2918,5900000000001,1,Virement bancaire,4
14479,2019816,1877,0,6992036,1411,6463,4399999999996,0,Virement bancaire,2
14480,2019817,0,0,6992049,586,4826,9399999999996,-1,Virement bancaire,2
14481,2019818,1877,0,6992036,1217,4480,3100000000004,-1,Virement bancaire,4
14482,2019819,0,0,6992049,292,976,91999999999996,-1,Espèces,3
14483,2019820,0,0,6992036,1410,834,50999999999999,-1,Espèces,3
14484,2019821,1883,0,6992036,758,6025,3299999999999,0,Virement bancaire,5
14485,2019822,0,0,6992049,972,5808,0500000000002,1,Virement bancaire,2
14486,2019823,0,0,6992049,583,6534,8699999999999,1,Virement bancaire,4
14487,2019824,1858,0,6992036,929,4931,6400000000003,-1,Virement bancaire,3
14488,2019825,0,0,6992036,700,4546,54,0,Carte bancaire,4
14489,2019826,1883,0,6992036,1460,4603,3800000000001,0,Espèces,2
14490,2019827,1860,0,6992049,93,4459,3800000000001,1,PayPal,2
14491,2019828,1857,0,6992049,742,5370,9399999999996,-1,Virement bancaire,5
14492,2019829,0,0,6992049,991,6708,6300000000001,0,Carte bancaire,4
14493,2019830,1876,0,6992036,742,3771,0799999999999,0,Virement bancaire,2
14494,2019831,1869,0,6992036,1617,6646,8599999999997,1,Espèces,4
14495,2019832,1869,0,6992036,629,1825,3499999999999,0,Virement bancaire,3
14496,2019833,0,0,6992036,1563,515,46000000000004,0,Espèces,1
14497,2019834,0,0,6992049,721,1187,55,1,PayPal,5
14498,2019835,1869,0,6992036,1004,7484,8599999999997,0,Espèces,2
14499,2019836,1883,0,6992036,1811,3044,2800000000002,0,Espèces,3
14500,2019837,1860,0,6992049,208,7061,7799999999997,-1,Carte bancaire,4
14501,2019838,1876,0,6992036,344,2194,54,-1,Virement bancaire,3
14502,2019839,1860,0,6992049,1109,7073,3699999999999,-1,Virement bancaire,4
14503,2019840,1883,0,6992036,1403,933,85000000000002,-1,Espèces,3
14504,2019841,1869,0,6992036,380,173,66,1,Espèces,1
14505,2019842,0,0,6992049,155,4708,96,0,PayPal,2
14506,2019843,0,0,6992036,1473,1431,01,0,Espèces,5
14507,2019844,1873,0,6992036,1044,7353,3199999999997,0,PayPal,5
14508,2019845,1883,0,6992036,1244,2031,29,0,Carte bancaire,1
14509,2019846,1873,0,6992036,405,5638,6599999999999,0,PayPal,1
14510,2019847,1869,0,6992036,643,4302,0799999999999,-1,Carte bancaire,3
14511,2019848,1857,0,6992049,1049,4289,9700000000003,0,Espèces,4
14512,2019849,1876,0,6992036,420,4957,3500000000004,1,PayPal,1
14513,2019850,1860,0,6992049,1366,6087,4099999999999,0,Espèces,2
14514,2019851,1861,0,6992049,1366,1409,1800000000001,-1,Carte bancaire,1
14515,2019852,0,0,0,1753,5649,1599999999999,-1,Carte bancaire,2
14516,2019853,0,0,6992036,790,5263,8900000000003,1,Virement bancaire,2
14517,2019854,1869,0,6992036,1388,1439,02,-1,Virement bancaire,2
14518,2019855,0,0,6992049,868,6752,4499999999998,0,Carte bancaire,3
14519,2019856,1877,0,6992036,735,1444,6800000000001,-1,PayPal,2
14520,2019857,1869,0,6992036,927,557,69000000000005,-1,PayPal,5
14521,2019858,0,0,6992049,193,697,79999999999995,-1,PayPal,4
14522,2019859,1873,0,6992036,826,5915,1700000000001,-1,Espèces,4
14523,2019860,0,0,6992049,1535,167,87,1,Espèces,3
14524,2019861,1873,0,6992036,169,6952,1300000000001,1,Carte bancaire,3
14525,2019862,1869,0,6992036,1521,5345,5299999999997,1,Espèces,2
14526,2019863,1883,0,6992036,919,941,37,0,Virement bancaire,4
14527,2019864,1860,0,6992049,571,1727,78,-1,Virement bancaire,4
14528,2019865,1883,0,6992036,424,5379,0100000000002,1,PayPal,3
14529,2019866,0,0,0,1102,6214,5799999999999,1,Virement bancaire,5
14530,2019867,1861,0,6992049,1674,881,38999999999999,1,PayPal,1
14531,2019868,1860,0,6992049,1007,5343,2700000000004,1,Espèces,4
14532,2019869,0,0,6992049,1263,3833,5300000000002,1,Virement bancaire,3
14533,2019870,1869,0,6992036,1337,1894,4200000000001,-1,Espèces,3
14534,2019871,0,0,0,1292,2842,79,-1,Virement bancaire,5
14535,2019872,1857,0,6992049,808,4651,9799999999996,1,PayPal,4
14536,2019873,1873,0,6992036,769,438,98000000000002,-1,Virement bancaire,1
14537,2017959,0,0,6992049,772,4723,1899999999996,1,PayPal,4
14538,2019874,1861,0,6992049,448,5989,1700000000001,1,Virement bancaire,3
14539,2019875,1861,0,6992049,1234,7367,0299999999997,1,PayPal,5
14540,2019876,1857,0,6992049,1220,6899,7299999999996,-1,Espèces,3
14541,2019877,1876,0,6992036,945,4591,25,1,Virement bancaire,2
14542,2019878,0,154,0,1154,387,38999999999999,1,Espèces,4
14543,2019879,0,133,0,985,2783,6700000000001,0,PayPal,5
14544,2019880,0,154,0,1492,3033,5500000000002,-1,Carte bancaire,1
14545,2019881,0,176,0,1787,3602,6599999999999,0,Virement bancaire,5
14546,2019882,0,157,0,164,6578,71,0,PayPal,3
14547,2019883,0,155,0,209,1803,6500000000001,-1,Carte bancaire,4
14548,2019884,0,133,0,1273,5069,1700000000001,1,Carte bancaire,3
14549,2019885,0,159,0,935,2887,21,0,Carte bancaire,2
14550,2019886,0,133,0,1635,3633,6999999999998,0,Carte bancaire,1
14551,2019887,0,0,0,1548,4950,3900000000003,1,PayPal,3
14552,2019888,0,159,0,1011,557,54999999999995,0,Espèces,1
14553,2019889,0,0,0,1218,5926,9700000000003,-1,Carte bancaire,1
14554,2019890,0,133,0,247,2191,6999999999998,1,Espèces,4
14555,2019891,0,133,0,185,4463,4799999999996,0,Espèces,5
14556,2019892,0,154,0,1524,2656,6900000000001,1,PayPal,2
14557,2019893,0,155,0,319,122,23999999999999,-1,PayPal,3
14558,2019894,0,0,0,981,6984,9399999999996,1,Espèces,2
14559,2019895,0,43,0,735,6767,8999999999996,-1,PayPal,5
14560,2019896,0,133,0,1659,6349,7200000000003,-1,PayPal,4
14561,2019897,0,176,0,903,171,91999999999999,1,PayPal,5
14562,2019898,0,155,0,1238,4659,4300000000003,-1,Carte bancaire,4
14563,2019899,0,176,0,1491,6862,5100000000002,1,PayPal,4
14564,2019900,0,43,0,1197,5639,3900000000003,0,Carte bancaire,1
14565,2019901,0,43,0,1310,1850,6500000000001,0,Espèces,5
14566,2019902,0,0,0,114,4806,7399999999998,0,Espèces,5
14567,2019903,0,176,0,1219,924,75999999999999,0,Carte bancaire,5
14568,2019904,0,159,0,826,5893,0100000000002,-1,Espèces,2
14569,2019905,0,0,0,1204,111,76000000000001,-1,Virement bancaire,2
14570,2019906,0,159,0,665,4148,0200000000004,-1,PayPal,3
14571,2019907,0,159,0,501,1907,45,-1,PayPal,2
14572,2019908,0,157,0,1530,2746,1900000000001,0,Espèces,1
14573,2019909,0,155,0,95,5950,4499999999998,1,Espèces,3
14574,2019910,0,159,0,1451,7416,4399999999996,1,Virement bancaire,2
14575,2019911,0,163,0,1573,785,67999999999995,-1,Virement bancaire,5
14576,2019912,0,133,0,1362,651,74000000000001,-1,Carte bancaire,3
14577,2019913,0,155,0,805,731,02999999999997,-1,PayPal,1
14578,2019914,0,163,0,539,5895,3900000000003,1,Carte bancaire,4
14579,2019915,0,0,0,1687,4160,79,0,PayPal,4
14580,2019916,0,157,0,1556,2700,5700000000002,-1,Carte bancaire,1
14581,2019917,0,43,0,1595,2390,23,1,Carte bancaire,1
14582,2019918,0,159,0,586,6067,5500000000002,-1,Espèces,3
14583,2019919,0,157,0,1365,6867,4700000000003,0,PayPal,1
14584,2019920,0,157,0,69,4465,4099999999999,0,Espèces,4
14585,2019921,0,158,0,1482,3950,98,-1,Espèces,2
14586,2019922,0,158,0,252,4339,1400000000003,-1,Carte bancaire,5
14587,2019923,0,157,0,1604,4734,6899999999996,-1,Espèces,1
14588,2019924,0,163,0,1482,2532,2800000000002,0,Virement bancaire,5
14589,2019925,0,159,0,1728,1902,3,-1,Virement bancaire,2
14590,2019926,0,158,0,1006,1515,95,1,Virement bancaire,3
14591,2019927,0,176,0,1044,648,07000000000005,-1,PayPal,3
14592,2019928,0,154,0,1069,4663,96,0,Carte bancaire,4
14593,2019929,0,158,0,652,4358,6000000000004,1,Virement bancaire,5
14594,2019930,0,176,0,1239,2699,73,0,Carte bancaire,4
14595,2019931,0,163,0,1399,1518,78,1,Virement bancaire,2
14596,2019932,0,43,0,1085,3267,6199999999999,0,Virement bancaire,5
14597,2019933,0,154,0,492,6034,6599999999999,-1,Espèces,3
14598,2019934,0,163,0,1389,2169,23,-1,Virement bancaire,5
14599,2019935,0,159,0,659,744,33000000000004,1,Virement bancaire,5
14600,2019936,0,159,0,1593,4320,3299999999999,0,Virement bancaire,4
14601,2019937,0,159,0,1730,5610,6999999999998,0,PayPal,5
14602,2019938,0,163,0,987,4148,1199999999999,0,Espèces,4
14603,2019939,0,176,0,268,5512,2799999999997,1,PayPal,3
14604,2019940,0,155,0,756,5691,6300000000001,1,Espèces,1
14605,2019941,0,155,0,1720,5172,3400000000001,1,Carte bancaire,4
14606,2018088,0,133,0,557,1461,6099999999999,1,Espèces,2
14607,2019577,0,158,0,1095,3883,2399999999998,0,Carte bancaire,2
14608,2019942,0,176,0,541,3323,6900000000001,1,Virement bancaire,5
14609,2017941,0,154,0,1537,4895,1000000000004,-1,Virement bancaire,5
14610,2019943,0,43,0,1573,2449,9699999999998,0,Espèces,2
14611,2019944,0,133,0,1205,4442,3699999999999,1,PayPal,2
14612,2019945,0,159,0,220,7333,71,1,Espèces,5
14613,2019946,0,0,0,1534,903,52999999999997,0,Virement bancaire,3
14614,2019947,0,154,0,564,7012,79,-1,PayPal,5
14615,2019948,0,43,0,1223,3478,9699999999998,1,Espèces,2
14616,2019949,0,155,0,1540,525,28999999999996,1,Espèces,1
14617,2019950,0,0,0,999,2897,1500000000001,1,Carte bancaire,4
14618,2019951,0,158,0,1442,1939,54,1,Carte bancaire,2
14619,2019952,0,0,0,1679,7187,8199999999997,1,Virement bancaire,3
14620,2019953,0,154,0,36,2929,3099999999999,1,Virement bancaire,4
14621,2019625,0,0,0,1178,3123,2199999999998,-1,Carte bancaire,2
14622,2019954,0,163,0,1573,3364,6500000000001,0,Virement bancaire,4
14623,2019955,0,157,0,799,5202,8900000000003,1,Virement bancaire,3
14624,2019956,0,176,0,1340,552,88,1,Espèces,4
14625,2019957,0,43,0,6,7253,1999999999998,1,Espèces,3
14626,2019200,0,159,0,216,6480,9499999999998,0,Virement bancaire,2
14627,2019958,0,0,0,1080,5517,2799999999997,1,PayPal,1
14628,2018456,0,163,0,549,4154,9399999999996,-1,PayPal,3
14629,2019959,0,176,0,112,4553,5600000000004,1,Virement bancaire,5
14630,2019960,0,158,0,329,6243,79,-1,Espèces,5
14631,2019961,0,176,0,1395,1394,1099999999999,-1,PayPal,2
14632,2019962,0,157,0,1504,4223,0299999999997,1,PayPal,4
14633,2019963,0,43,0,399,7315,7600000000002,1,PayPal,3
14634,2019964,0,158,0,1691,5201,1700000000001,0,PayPal,1
14635,2019965,0,155,0,509,3177,96,1,Virement bancaire,4
14636,2019966,0,155,0,1132,155,50999999999999,-1,Carte bancaire,1
14637,2019967,0,157,0,1504,5448,9700000000003,0,Espèces,3
14638,2019968,0,155,0,1145,3363,6700000000001,-1,Espèces,3
14639,2019969,0,163,0,1554,1495,9000000000001,1,Virement bancaire,3
14640,2019970,0,154,0,1010,786,5,1,Carte bancaire,4
14641,2019971,0,176,0,290,2569,6199999999999,0,Virement bancaire,3
14642,2019972,0,154,0,310,4221,6199999999999,0,PayPal,2
14643,2019973,0,158,0,639,4315,5799999999999,0,Carte bancaire,5
14644,2019974,0,158,0,855,6128,6700000000001,1,PayPal,4
14645,2019975,0,43,0,114,5843,4700000000003,1,Espèces,4
14646,2019976,0,154,0,1371,2839,0500000000002,0,Virement bancaire,5
14647,2019977,0,0,0,1371,2006,9200000000001,-1,Carte bancaire,4
14648,2019978,0,155,0,1720,2280,0500000000002,1,Virement bancaire,3
14649,2019979,0,154,0,1606,7482,7799999999997,1,Virement bancaire,5
14650,2019980,0,159,0,94,4686,8000000000002,1,Virement bancaire,4
14651,2019981,0,154,0,496,5722,6099999999997,0,Virement bancaire,1
14652,2019982,0,133,0,1406,3466,5300000000002,0,Espèces,1
14653,2019983,0,0,0,1556,3647,8400000000001,-1,Carte bancaire,3
14654,2019984,0,133,0,194,3408,8800000000001,0,Carte bancaire,5
14655,2019985,0,158,0,1429,5279,0299999999997,0,Virement bancaire,3
14656,2019986,0,157,0,312,3484,4000000000001,-1,Espèces,4
14657,2019987,0,133,0,727,3361,6900000000001,1,Carte bancaire,3
14658,2019988,0,155,0,1594,6655,7200000000003,1,Carte bancaire,4
14659,2019989,0,158,0,788,5119,9799999999996,1,Carte bancaire,5
14660,2019990,0,163,0,962,7369,9099999999999,1,PayPal,4
14661,2019991,0,0,0,1489,7498,3299999999999,1,Virement bancaire,3
14662,2018869,0,133,0,277,2027,3199999999999,1,PayPal,1
14663,2019992,0,158,0,621,406,44999999999999,1,PayPal,3
14664,2019993,0,133,0,1663,6157,1199999999999,0,Espèces,2
14665,2019994,0,176,0,787,2499,9499999999998,0,Carte bancaire,3
14666,2019995,0,158,0,1783,1980,1700000000001,-1,Virement bancaire,2
14667,2019996,0,163,0,1812,1602,95,1,PayPal,4
14668,2019997,0,154,0,248,268,43000000000001,0,Espèces,2
14669,2019998,0,154,0,1531,3526,4099999999999,1,Carte bancaire,3
14670,2019999,0,176,0,1326,7043,54,0,Virement bancaire,4
14671,2020000,0,0,0,239,1188,1700000000001,0,PayPal,4
14672,2019050,0,157,0,268,4572,1800000000003,1,Espèces,2
14673,2020001,0,159,0,644,6455,7200000000003,-1,Carte bancaire,3
14674,2020002,0,0,0,329,3608,1700000000001,-1,Espèces,1
14675,2020003,0,154,0,1122,4365,2700000000004,0,Carte bancaire,1
14676,2020004,0,43,0,27,5331,7700000000004,1,Espèces,3
14677,2020005,0,154,0,1384,4795,0900000000001,1,Espèces,1
14678,2020006,0,176,0,1301,1343,05,1,Carte bancaire,5
14679,2020007,0,154,0,191,784,1,PayPal,1
14680,2020008,0,133,0,578,2939,79,-1,Carte bancaire,3
14681,2020009,0,163,0,543,2289,9899999999998,1,Virement bancaire,1
14682,2020010,0,163,0,1494,2561,4499999999998,1,Virement bancaire,3
14683,2020011,0,176,0,383,6272,8500000000004,0,Carte bancaire,4
14684,2020012,0,176,0,512,6803,1499999999996,1,PayPal,1
14685,2020013,0,159,0,1542,2006,77,0,Virement bancaire,1
14686,2020014,0,43,0,1386,2270,0599999999999,1,Virement bancaire,2
14687,2020015,0,154,0,1496,5259,4499999999998,0,PayPal,1
14688,2020016,0,176,0,319,3577,8299999999999,0,Virement bancaire,5
14689,2020017,0,157,0,1516,3392,7199999999998,0,PayPal,1
14690,2020018,0,0,0,1533,321,27999999999997,-1,Virement bancaire,2
14691,2020019,0,158,0,833,5111,1400000000003,1,Carte bancaire,2
14692,2020020,0,155,0,1125,4413,2399999999998,1,PayPal,1
14693,2020021,0,176,0,550,5425,3199999999997,0,Virement bancaire,1
14694,2020022,0,43,0,385,5636,4099999999999,1,PayPal,2
14695,2020023,0,154,0,1493,3890,46,1,Virement bancaire,3
14696,2020024,0,159,0,95,3200,27,1,Virement bancaire,2
14697,2020025,0,0,0,186,5396,7200000000003,0,Espèces,1
14698,2020026,0,154,0,569,6737,0100000000002,0,Virement bancaire,3
14699,2020027,0,176,0,623,1598,0899999999999,-1,Carte bancaire,2
14700,2020028,0,157,0,456,2991,6900000000001,0,PayPal,4
14701,2020029,0,133,0,122,1595,5,0,Espèces,4
14702,2020030,0,154,0,19,2951,9099999999999,1,Virement bancaire,3
14703,2020031,0,159,0,442,2076,2800000000002,0,PayPal,3
14704,2020032,0,159,0,912,4856,6700000000001,-1,PayPal,5
14705,2020033,0,163,0,718,4363,1800000000003,1,PayPal,3
14706,2020034,0,43,0,846,3922,9499999999998,1,Virement bancaire,1
14707,2020035,0,154,0,1453,491,94,0,PayPal,1
14708,2020036,0,133,0,1076,5270,3999999999996,-1,Espèces,3
14709,2020037,0,159,0,1404,5614,29,-1,PayPal,3
14710,2020038,0,163,0,725,7069,5299999999997,1,Virement bancaire,3
14711,2020039,0,0,0,680,3163,5500000000002,1,Carte bancaire,1
14712,2020040,0,43,0,1254,6836,5699999999997,0,Espèces,1
14713,2020041,0,0,0,503,7183,8800000000001,1,Virement bancaire,4
14714,2020042,0,176,0,67,3162,1,Virement bancaire,2
14715,2020043,0,154,0,1579,319,23000000000002,1,Carte bancaire,2
14716,2020044,0,155,0,574,1785,5999999999999,0,Carte bancaire,2
14717,2020045,0,154,0,490,1174,54,-1,Virement bancaire,3
14718,2020046,0,158,0,1673,2222,1599999999999,1,Carte bancaire,3
14719,2020047,0,157,0,1448,2065,5999999999999,-1,Carte bancaire,3
14720,2020048,0,158,0,1779,921,42999999999995,-1,Virement bancaire,5
14721,2020049,0,43,0,1124,3625,5700000000002,1,Carte bancaire,1
14722,2020050,0,133,0,335,5264,3999999999996,-1,Carte bancaire,2
14723,2020051,0,0,0,577,2387,0500000000002,-1,Espèces,3
14724,2020052,0,154,0,1559,681,58000000000004,1,Virement bancaire,5
14725,2020053,0,133,0,850,6452,0799999999999,-1,Virement bancaire,5
14726,2020054,0,157,0,1336,114,43000000000001,0,Espèces,5
14727,2020055,0,154,0,641,1436,9400000000001,0,Espèces,1
14728,2020056,0,159,0,600,5994,8100000000004,-1,Virement bancaire,3
14729,2020057,0,154,0,22,2746,54,0,Carte bancaire,3
14730,2020058,0,163,0,1390,5248,8800000000001,0,PayPal,5
14731,2020059,0,43,0,1133,1316,4400000000001,1,Virement bancaire,5
14732,2020060,0,155,0,1111,5806,1099999999997,-1,Espèces,3
14733,2020061,0,176,0,686,3330,5500000000002,1,Virement bancaire,3
14734,2020062,0,155,0,428,6812,8000000000002,-1,Espèces,2
14735,2020063,0,133,0,612,1478,46,-1,PayPal,3
14736,2020064,0,176,0,77,6785,1999999999998,0,Virement bancaire,2
14737,2020065,0,176,0,1518,2783,1500000000001,-1,Virement bancaire,1
14738,2020066,0,0,0,202,106,91,-1,Carte bancaire,1
14739,2020067,0,155,0,1224,6396,1499999999996,0,Virement bancaire,2
14740,2020068,0,155,0,631,3076,04,0,Carte bancaire,1
14741,2020069,0,154,0,1404,2930,6500000000001,-1,Carte bancaire,5
14742,2020070,0,157,0,1105,4121,6800000000003,-1,Virement bancaire,2
14743,2020071,0,157,0,1573,5127,6899999999996,1,Carte bancaire,1
14744,2020072,0,133,0,1670,4907,5299999999997,1,PayPal,2
14745,2020073,0,0,0,1225,5718,7299999999996,-1,Espèces,5
14746,2020074,0,159,0,1256,4327,8400000000001,-1,Virement bancaire,5
14747,2020075,0,159,0,747,3388,1700000000001,1,PayPal,2
14748,2020076,0,0,0,1169,1715,51,0,PayPal,2
14749,2020077,0,157,0,935,286,73000000000002,-1,Carte bancaire,3
14750,2020078,0,154,0,1525,6790,9499999999998,-1,Carte bancaire,1
14751,2020079,0,157,0,183,3325,5100000000002,1,PayPal,5
14752,2020080,0,43,0,367,4836,0200000000004,1,PayPal,2
14753,2020081,0,176,0,1375,5006,1099999999997,0,PayPal,5
14754,2020082,0,159,0,1279,2110,6399999999999,1,Virement bancaire,3
14755,2020083,0,157,0,1135,7088,54,1,PayPal,1
14756,2020084,0,154,0,555,4757,3599999999997,0,Carte bancaire,4
14757,2020085,0,163,0,1675,1985,28,0,Virement bancaire,2
14758,2020086,0,43,0,6,3601,6999999999998,1,Carte bancaire,5
14759,2020087,0,163,0,662,1732,6800000000001,-1,Virement bancaire,5
14760,2020088,0,158,0,800,4369,4899999999998,0,Espèces,1
14761,2019537,0,154,0,269,4183,9899999999998,-1,PayPal,2
14762,2020089,0,157,0,1661,5272,3599999999997,-1,Espèces,3
14763,2020090,0,155,0,1648,1771,6400000000001,1,Carte bancaire,2
14764,2020091,0,159,0,221,907,33000000000004,-1,Carte bancaire,3
14765,2020092,0,159,0,415,4822,4300000000003,1,Virement bancaire,5
14766,2020093,0,155,0,520,4270,46,1,Virement bancaire,3
14767,2020094,0,0,0,1385,5893,9899999999998,-1,Virement bancaire,3
14768,2020095,0,43,0,1296,3758,0599999999999,-1,Carte bancaire,5
14769,2020096,0,155,0,995,6541,1300000000001,0,Carte bancaire,2
14770,2020097,0,163,0,68,6766,0299999999997,0,Virement bancaire,5
14771,2020098,0,43,0,147,751,78999999999996,1,Carte bancaire,1
14772,2020099,0,154,0,608,3731,1900000000001,1,Espèces,2
14773,2020100,0,176,0,706,3754,0500000000002,1,PayPal,5
14774,2020101,0,159,0,287,928,58000000000004,0,Espèces,1
14775,2020102,0,157,0,1296,3497,0999999999999,0,Espèces,4
14776,2020103,0,154,0,1783,594,02999999999997,0,PayPal,5
14777,2020104,0,43,0,798,3355,6500000000001,-1,Espèces,4
14778,2020105,0,158,0,1021,1731,26,0,Carte bancaire,5
14779,2020106,0,176,0,1723,3532,0,PayPal,3
14780,2020107,0,163,0,1159,5283,3699999999999,-1,Carte bancaire,2
14781,2020108,0,43,0,30,4350,7799999999997,1,PayPal,3
14782,2020109,0,43,0,63,5678,6199999999999,-1,Virement bancaire,2
14783,2020110,0,159,0,505,3574,98,1,Carte bancaire,2
14784,2020111,0,159,0,1550,6927,9399999999996,-1,Virement bancaire,2
14785,2020112,0,43,0,1654,567,38,1,Virement bancaire,1
14786,2020113,0,157,0,515,3707,5100000000002,-1,PayPal,3
14787,2020114,0,43,0,1800,646,16999999999996,1,Carte bancaire,4
14788,2020115,0,163,0,1680,4902,3199999999997,-1,Espèces,1
14789,2020116,0,157,0,179,6529,3500000000004,-1,Carte bancaire,3
14790,2020117,0,133,0,992,404,76999999999998,-1,Espèces,2
14791,2020118,0,154,0,194,6032,3000000000002,-1,Carte bancaire,4
14792,2020119,0,43,0,938,1757,49,-1,Espèces,2
14793,2020120,0,154,0,1734,6144,1300000000001,1,PayPal,2
14794,2020121,0,157,0,421,539,27999999999997,1,PayPal,5
14795,2020122,0,0,0,827,4911,3400000000001,0,Carte bancaire,5
14796,2020123,0,0,0,1549,5300,9300000000003,-1,Espèces,2
14797,2020124,0,163,0,1296,7243,4399999999996,0,Carte bancaire,3
14798,2020125,0,157,0,1749,6316,4499999999998,-1,PayPal,4
14799,2020126,0,0,0,1034,3855,48,-1,Virement bancaire,1
14800,2020127,0,154,0,1659,3068,8600000000001,0,PayPal,3
14801,2020128,0,133,0,829,3401,0500000000002,1,Virement bancaire,3
14802,2020129,0,43,0,1363,2788,9699999999998,1,PayPal,3
14803,2020130,0,158,0,517,7359,4499999999998,-1,Virement bancaire,4
14804,2020131,0,133,0,552,5635,5200000000004,0,PayPal,5
14805,2020132,0,159,0,874,2146,71,1,Espèces,3
14806,2019364,0,0,0,747,2490,5500000000002,1,PayPal,5
14807,2020133,0,176,0,1369,3954,8000000000002,0,Virement bancaire,5
14808,2020134,0,43,0,826,437,89999999999998,1,PayPal,4
14809,2020135,0,154,0,676,2628,5700000000002,-1,Espèces,2
14810,2020136,0,159,0,1615,131,63,1,PayPal,5
14811,2020137,0,159,0,1599,6786,4799999999996,0,Virement bancaire,4
14812,2020138,0,133,0,1311,3696,9499999999998,1,Virement bancaire,2
14813,2020139,0,159,0,724,4275,8400000000001,1,Espèces,1
14814,2020140,0,43,0,1060,3032,4299999999998,-1,PayPal,2
14815,2020141,0,159,0,1749,1011,67,0,Carte bancaire,2
14816,2020142,0,159,0,1720,7006,9499999999998,-1,Espèces,3
14817,2020143,0,157,0,213,7402,8800000000001,0,Espèces,2
14818,2020144,0,159,0,985,1531,8699999999999,0,Espèces,3
14819,2020145,0,158,0,2,3844,1300000000001,0,Carte bancaire,4
14820,2020146,0,133,0,157,629,63,1,Espèces,5
14821,2020147,0,0,0,918,4414,6599999999999,0,Carte bancaire,2
14822,2020148,0,176,0,1382,4775,6199999999999,0,Virement bancaire,4
14823,2020149,0,0,0,476,3776,8200000000002,-1,Espèces,4
14824,2020150,0,0,0,1459,5586,4300000000003,0,Virement bancaire,2
14825,2020151,0,154,0,1204,2660,0300000000002,1,Carte bancaire,5
14826,2020152,0,43,0,477,1102,8299999999999,0,Espèces,5
14827,2018681,0,163,0,174,3206,4899999999998,1,PayPal,2
14828,2020153,0,163,0,1374,6584,5299999999997,1,PayPal,5
14829,2020154,0,163,0,1297,7062,1999999999998,1,Carte bancaire,3
14830,2020155,0,159,0,1823,6764,1800000000003,1,Carte bancaire,4
14831,2018253,0,43,0,1500,4403,1599999999999,0,Espèces,2
14832,2020156,0,157,0,47,6256,1599999999999,1,Espèces,3
14833,2020157,0,0,0,430,2702,0999999999999,-1,PayPal,5
14834,2020158,0,155,0,596,5121,71,-1,Carte bancaire,1
14835,2020159,0,0,0,1711,1575,1099999999999,0,Espèces,1
14836,2020160,0,43,0,645,3472,77,1,PayPal,4
